alpha,beta_logGenLength,beta_diet_VertFishScav,residual_sd
-0.011093819013226047,-0.7205241704426305,0.2592102514321031,0.29654511504035985
-0.12473968000824136,-0.5271464225622811,0.09390563047577771,0.2995590965786732
-0.028313175130749324,-0.6567424870761134,0.21252992152773342,0.2753420288398118
-0.17914928865513133,-0.4400154999894872,0.22280813965694532,0.29760875897678907
-0.09673159710888934,-0.5920058710569224,0.1489040591570136,0.28424254903842544
-0.1833122457829926,-0.4534415624411605,0.19013836769778608,0.2861326356984502
-0.1017995854099972,-0.5551019638705598,0.21481289826090183,0.2700367204848325
-0.0356024582196039,-0.669746536254111,0.17399588924592974,0.2956128304157356
-0.10097148692219267,-0.6359569917956639,0.2825834809779517,0.27697070948180685
-0.16431371787252397,-0.4992457988616137,0.27216683211489673,0.27955933465595656
-0.11164090416705053,-0.5437966908116303,0.29872319996339936,0.29436359702395026
-0.1218488891929878,-0.5576915704338089,0.24026984658122447,0.3099037155212126
-0.08724849912921986,-0.5696265069489045,0.24491395057532042,0.28108634944145483
0.04633561926987868,-0.7976969169206165,0.30035856287635226,0.2874317554258192
-0.09817640822383955,-0.5497434083179665,0.19260157383608636,0.2787440071760431
-0.12024180358121976,-0.4773271673224597,0.10867513381695884,0.27890131206840774
-0.025845186897615176,-0.6810018704067246,0.18482837428522358,0.28998181641006715
-0.05485206541459744,-0.5752003040413395,0.2172552396482613,0.2942533826948546
-0.07409841491193593,-0.6302496131891631,0.25484568841907934,0.2783287113051977
-0.08624619526198722,-0.5997928587130091,0.21124235843149058,0.283133518939421
-0.04261580235440001,-0.6890284663307847,0.33433492890243405,0.30582650263275757
-0.10708807245968067,-0.5939774557161269,0.2066744229268574,0.2810759281736269
-0.1130361641151264,-0.541757417636004,0.12205422451457487,0.2959948350525964
-0.03215128316675277,-0.6337185987789441,0.17238162317411565,0.2751898815177065
-0.09406329414588227,-0.5930446614255162,0.21710726090676127,0.2728393522103496
-0.08118248612032174,-0.6140018490197722,0.27066607328156134,0.27490504417934347
-0.020575587945914756,-0.7018132568164188,0.20099136870400622,0.26833321928025067
-0.022021457247653305,-0.6886094808524467,0.32613206634558684,0.274359534695964
-0.028410043878888597,-0.6285292844858085,0.2800828719499015,0.3039182628378582
-0.10470379382806727,-0.5106656233083776,0.18415849797953796,0.28197754818884085
-0.030977983370044215,-0.6805594801615514,0.2346835786916091,0.2731485921527804
-0.08329726441303104,-0.5603296863889756,0.2259365317635925,0.27537503766037924
-0.0182042743925152,-0.6329732189558656,0.2503512974146603,0.3039526387609488
-0.13949431754468883,-0.5461518997364285,0.18510034557924282,0.27035955486492447
-0.03041057002599052,-0.6801881101588968,0.3315110279467925,0.2823879975142976
-0.0878024629414706,-0.5955934505126835,0.3226090369547724,0.2684209514718653
-0.11839828705614755,-0.5066675581127019,0.12690599910754585,0.2678509407742141
-0.08720545629886595,-0.5919872456347329,0.23248747589294544,0.2889318987212256
-0.025685353992914585,-0.6979223593933224,0.30199998977109765,0.2773877388078098
-0.01198522804081012,-0.7460904859787849,0.28675608311368733,0.295957271927421
-0.11866466360521923,-0.5150065860836017,0.2588445367747783,0.27398287119428966
-0.08280830028530113,-0.5840472427299228,0.23903323331521362,0.293668351051247
-0.05715711274519824,-0.6800797581927276,0.3263554574454275,0.2898403771179034
-0.06191479907914745,-0.6444704372928012,0.29349810586995706,0.26239470994009434
-0.11029856024267053,-0.49894180140008826,0.13712032242316455,0.2797627271272263
0.032352978690200235,-0.7960231634139913,0.22231982643114095,0.274923375594923
-0.05511844627068099,-0.675182970750248,0.29490668441216217,0.2918318362594269
-0.03587877308145661,-0.6344612122917519,0.194241055351426,0.27718520687829584
-0.1371800804472007,-0.49344656647054475,0.21858187570017168,0.2640493773105651
-0.08526670897756157,-0.5706508417645025,0.1282891376531481,0.2605807030566419
-0.1561186619461242,-0.4629909254264677,0.16532834929830556,0.31216468836276684
-0.10628402390937003,-0.569453632882044,0.22455796386129256,0.27598384363240425
-0.13677739618496373,-0.47057343368794735,0.1738203402280562,0.2918160950293992
-0.08432153676279137,-0.5521133662539622,0.1992484152277351,0.3132702647123634
-0.13805468675153496,-0.4914540862551098,0.15135636122879395,0.28627705298604705
-0.06519199892996469,-0.568890868897357,0.12280103518376144,0.2896155305355864
-0.1427229651643676,-0.5222010389272188,0.13044059510907777,0.2786493155951934
-0.06962942237123959,-0.6017712970610879,0.1765493573105388,0.2711320726801336
-0.04410549046504614,-0.6327453788473878,0.21998081870834055,0.2623800584707828
-0.08618266477131366,-0.594556802428114,0.19830091584255607,0.269503754923774
-0.05812659126749561,-0.700427842028397,0.3570023341221273,0.2808991493841114
-0.05036839938880534,-0.6528893928504471,0.15248632638059897,0.29495531787983664
-0.12338712889950545,-0.5445439688107602,0.18245908795222557,0.273643363483914
-0.08681572634454846,-0.5510721024988846,0.13736397620922897,0.2648155543401094
-0.03150638870261592,-0.6144183614738851,0.20432921016202488,0.28614492033986305
-0.12452774427436095,-0.5400492483912888,0.29295727876991284,0.2776962137741787
-0.1361504185493675,-0.5278830347880762,0.29565552513822424,0.28418816746550024
