stage,patch_lookup_path,last_removal_step,alive_end,removed_end,area_retained_km2,area_removed_km2,cells_removed_stage,area_removed_stage_km2,events_in_stage,prop_cells_removed_end,prop_area_removed_end,pct_cells_removed_end,pct_area_removed_end
10,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0010.csv,515,1627492,502214,145969.159811306,45135.9953454704,50067,4444.65194717163,52,0.235813769600123,0.236184080478846,23.5813769600123,23.6184080478846
11,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0011.csv,566,1577464,552242,141440.90039348,49664.2547632964,50028,4528.25941782608,51,0.259304335903641,0.259879199608998,25.9304335903641,25.9879199608998
12,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0012.csv,617,1527349,602357,136934.750512666,54170.4046441102,50115,4506.14988081375,51,0.28283575291613,0.283458625695736,28.283575291613,28.3458625695736
13,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0013.csv,669,1477319,652387,132446.278781882,58658.8763748947,50030,4488.47173078455,52,0.306327258316406,0.306945546951744,30.6327258316406,30.6945546951744
14,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0014.csv,720,1427296,702410,127939.24423659,63165.9109201863,50023,4507.03454529154,51,0.329815476878029,0.330529602241065,32.9815476878029,33.0529602241065
15,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0015.csv,772,1377249,752457,123580.594408231,67524.5607485453,50047,4358.64982835901,52,0.353314964600748,0.353337201673866,35.3314964600748,35.3337201673866
16,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0016.csv,823,1327208,802498,119124.879936969,71980.2752198076,50041,4455.71447126233,51,0.376811635033192,0.376652713322973,37.6811635033192,37.6652713322973
17,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0017.csv,875,1277154,852552,114640.659997357,76464.4951594192,50054,4484.21993961159,52,0.400314409594564,0.400117386141102,40.0314409594564,40.0117386141102
18,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0018.csv,926,1227051,902655,110177.43091636,80927.7242404164,50103,4463.2290809972,51,0.423840192026505,0.423472219648004,42.3840192026505,42.3472219648004
19,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0019.csv,977,1177038,952668,105801.156439718,85303.9987170585,50013,4376.27447664211,51,0.447323715104338,0.446372043951812,44.7323715104338,44.6372043951812
20,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0020.csv,1029,1127007,1002699,101332.720013304,89772.4351434724,50031,4468.43642641387,52,0.470815690052993,0.469754126045559,47.0815690052993,46.9754126045559
21,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0021.csv,1081,1076980,1052726,96969.3583243524,94135.796832424,50027,4363.36168895165,52,0.494305786808132,0.492586381331252,49.4305786808132,49.2586381331252
22,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0022.csv,1133,1026833,1102873,92531.3004878133,98573.8546689632,50147,4438.05783653915,52,0.517852229368749,0.515809500733229,51.7852229368749,51.5809500733229
23,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0023.csv,1184,976809,1152897,88071.0889569524,103034.066199824,50024,4460.21153086087,51,0.541340917478751,0.539148544241511,54.1340917478751,53.9148544241511
24,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0024.csv,1234,926789,1202917,83638.014790969,107467.140365807,50020,4433.07416598345,50,0.564827727395237,0.562345585484834,56.4827727395237,56.2345585484834
25,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0025.csv,1286,876691,1253015,79180.9927150392,111924.162441737,50098,4457.02207592979,52,0.588351162085283,0.585667939464628,58.8351162085283,58.5667939464628
26,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0026.csv,1336,826639,1303067,74602.8208233438,116502.334333433,50052,4578.17189169535,50,0.611852997549897,0.609624236655772,61.1852997549897,60.9624236655772
27,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0027.csv,1387,776327,1353379,70032.2261518401,121072.929004936,50312,4570.59467150375,51,0.635476915593044,0.633540884366055,63.5476915593044,63.3540884366055
28,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0028.csv,1437,726205,1403501,65473.456907948,125631.698248828,50122,4558.76924389208,50,0.659011619444186,0.65739565291038,65.9011619444186,65.739565291038
29,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0029.csv,1488,676169,1453537,60992.0129220679,130113.142234709,50036,4481.44398588007,51,0.682505942134736,0.680845799936522,68.2505942134736,68.0845799936522
30,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0030.csv,1540,626091,1503615,56456.7646281302,134648.390528646,50078,4535.24829393769,52,0.706019985857203,0.704577489906984,70.6019985857203,70.4577489906984
31,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0031.csv,1590,576069,1553637,51973.151731606,139132.00342517,50022,4483.61289652422,50,0.729507734870447,0.72803898623787,72.9507734870447,72.803898623787
32,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0032.csv,1640,526051,1603655,47518.8531393533,143586.302017423,50018,4454.29859225272,50,0.752993605690175,0.751347088986844,75.2993605690175,75.1347088986844
33,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0033.csv,1691,476032,1653674,43006.3663903839,148098.788766393,50019,4512.48674896942,51,0.776479946058282,0.774959674138027,77.6479946058282,77.4959674138027
34,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0034.csv,1743,425888,1703818,38474.6809554685,152630.474201308,50144,4531.68543491535,52,0.800024979973762,0.798672720660491,80.0024979973762,79.8672720660491
35,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0035.csv,1793,375888,1753818,33959.556393254,157145.598763522,50000,4515.12456221452,50,0.823502398922668,0.822299108753007,82.3502398922668,82.2299108753007
36,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0036.csv,1843,325856,1803850,29484.6277512971,161620.527405479,50032,4474.92864195692,50,0.846994843419702,0.845715162800769,84.6994843419702,84.5715162800769
37,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0037.csv,1893,275854,1853852,25057.8495306547,166047.305626122,50002,4426.77822064238,50,0.870473201465367,0.868879259117327,87.0473201465367,86.8879259117327
38,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0038.csv,1943,225770,1903936,20584.0025972372,170521.152559539,50084,4473.8469334175,50,0.893990062478107,0.892289652885864,89.3990062478107,89.2289652885864
39,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0039.csv,1993,175663,1954043,15998.197389253,175106.957767523,50107,4585.8052079842,50,0.917517723103565,0.916285893093106,91.7517723103565,91.6285893093106
40,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0040.csv,2044,125654,2004052,11417.2493701853,179687.905786591,50009,4580.94801906767,51,0.940999367987882,0.940256716984851,94.0999367987882,94.0256716984851
41,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0041.csv,2094,75649,2054057,6839.72465556214,184265.430501214,50005,4577.52471462321,50,0.964479134678683,0.964209627678798,96.4479134678683,96.4209627678798
42,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0042.csv,2145,25440,2104266,2308.20730791276,188796.947848864,50209,4531.51734764937,51,0.988054689238796,0.987921794647459,98.8054689238796,98.7921794647459
43,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q975/Run/patch_lookup_tables/stage_patch_lookup_stage_0043.csv,2168,3302,2126404,301.740629926353,190803.41452685,22138,2006.46667798641,23,0.998449551252614,0.998421075403859,99.8449551252614,99.8421075403859
